action,actname,actvalue,cid,citations,cmpdname,dsn,evids,evurls,geneid,genename,pclids,pmcids,pmids,protacxn,protname,refchemids,refsids,srccmpd,srccmpdurl,srctarget,srctargetname,srctargeturl,synonym,taxid,taxname
Simvastatin results in increased expression of PLCG2 mRNA,,,54454,"Takeda I, Maruya S, Shirasaki T, Mizukami H, Takahata T, Myers JN, Kakehata S, Yagihashi S, Shinkawa H. Simvastatin inactivates ß1-integrin and extracellular signal-related kinase signaling and inhibits cell proliferation in head and neck squamous cell carcinoma cells. Cancer Science. 2007 Apr 12;98(6):890–9. doi: 10.1111/j.1349-7006.2007.00471.x.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:17428261,https://www.ncbi.nlm.nih.gov/pubmed/17428261,5336,PLCG2,16690395,PMC11159053,17428261,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5336,PLCG2,https://ctdbase.org/detail.go?type=gene&acc=5336,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased secretion of IL17A protein,,,54454,"Zhang X, Tao Y, Troiani L, Markovic-Plese S. Simvastatin inhibits IFN regulatory factor 4 expression and Th17 cell differentiation in CD4+ T cells derived from patients with multiple sclerosis. J Immunol. 2011 Sep 15;187(6):3431–7. doi: 10.4049/jimmunol.1100580. PMID: 21856936.|Zhang X, Jin J, Peng X, Ramgolam VS, Markovic-Plese S. Simvastatin inhibits IL-17 secretion by targeting multiple IL-17-regulatory cytokines and by inhibiting the expression of IL-17 transcription factor RORC in CD4+ lymphocytes. J Immunol. 2008 May 15;180(10):6988–96. doi: 10.4049/jimmunol.180.10.6988. PMID: 18453621.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:18453621|PMID:21856936,https://www.ncbi.nlm.nih.gov/pubmed/18453621|https://www.ncbi.nlm.nih.gov/pubmed/21856936,3605,IL17A,6598059|21412980,,18453621|21856936,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,3605,IL17A,https://ctdbase.org/detail.go?type=gene&acc=3605,Simvastatin,9606,Homo sapiens (human)
Mevalonic acid inhibits the reaction [simvastatin promotes the reaction [IL1B protein results in increased expression of ICAM1 protein]]|geranylgeranyl pyrophosphate inhibits the reaction [simvastatin promotes the reaction [IL1B protein results in increased expression of ICAM1 protein]]|simvastatin promotes the reaction [IL1B protein results in increased expression of SELE protein]|mevalonic acid inhibits the reaction [simvastatin promotes the reaction [IL1B protein results in increased expression of SELE protein]]|farnesyl pyrophosphate inhibits the reaction [simvastatin promotes the reaction [IL1B protein results in increased expression of ICAM1 protein]]|simvastatin promotes the reaction [IL1B protein results in increased expression of SELE mrna]|simvastatin promotes the reaction [IL1B protein results in increased expression of ICAM1 protein]|simvastatin promotes the reaction [IL1B protein results in increased expression of VCAM1 protein]|farnesyl pyrophosphate inhibits the reaction [simvastatin promotes the reaction [IL1B protein results in increased expression of SELE protein]]|geranylgeranyl pyrophosphate inhibits the reaction [simvastatin promotes the reaction [IL1B protein results in increased expression of SELE protein]],,,54454,"Sadeghi MM, Collinge M, Pardi R, Bender JR. Simvastatin modulates cytokine-mediated endothelial cell adhesion molecule induction: involvement of an inhibitory G protein. J Immunol. 2000 Sep 01;165(5):2712–8. doi: 10.4049/jimmunol.165.5.2712. PMID: 10946302.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:10946302,https://www.ncbi.nlm.nih.gov/pubmed/10946302,3553,IL1B,20599460,,10946302,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,3553,IL1B,https://ctdbase.org/detail.go?type=gene&acc=3553,Simvastatin,9606,Homo sapiens (human)
Simvastatin promotes the reaction [lipopolysaccharides results in increased secretion of IL1B protein],,,54454,"Jurczyluk J, Munoz MA, Skinner OP, Chai RC, Ali N, Palendira U, Quinn JM, Preston A, Tangye SG, Brown AJ, Argent E, Ziegler JB, Mehr S, Rogers MJ. Mevalonate kinase deficiency leads to decreased prenylation of Rab GTPases. Immunol Cell Biol. 2016 Nov;94(10):994–9. PMID: 27377765; PMCID: PMC5122740.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:27377765,https://www.ncbi.nlm.nih.gov/pubmed/27377765,3553,IL1B,22910427,PMC5122740,27377765,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,3553,IL1B,https://ctdbase.org/detail.go?type=gene&acc=3553,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased expression of IL2RA mRNA,,,54454,"Zhang X, Jin J, Peng X, Ramgolam VS, Markovic-Plese S. Simvastatin inhibits IL-17 secretion by targeting multiple IL-17-regulatory cytokines and by inhibiting the expression of IL-17 transcription factor RORC in CD4+ lymphocytes. J Immunol. 2008 May 15;180(10):6988–96. doi: 10.4049/jimmunol.180.10.6988. PMID: 18453621.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:18453621,https://www.ncbi.nlm.nih.gov/pubmed/18453621,3559,IL2RA,21412980,,18453621,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,3559,IL2RA,https://ctdbase.org/detail.go?type=gene&acc=3559,Simvastatin,9606,Homo sapiens (human)
Simvastatin inhibits the reaction [TNF results in increased localization of IL6 protein]|mevalonic acid inhibits the reaction [simvastatin inhibits the reaction [TNF results in increased secretion of IL6 protein]]|geranylgeranyl pyrophosphate inhibits the reaction [simvastatin inhibits the reaction [TNF results in increased secretion of IL6 protein]],,,54454,"Xu H, Liu P, Liang L, Danesh FR, Yang X, Ye Y, Zhan Z, Yu X, Peng H, Sun L. RhoA-mediated, tumor necrosis factor alpha-induced activation of NF-kappaB in rheumatoid synoviocytes: inhibitory effect of simvastatin. Arthritis Rheum. 2006 Nov;54(11):3441–51. doi: 10.1002/art.22169. PMID: 17075836.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:17075836,https://www.ncbi.nlm.nih.gov/pubmed/17075836,3569,IL6,23409767,,17075836,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,3569,IL6,https://ctdbase.org/detail.go?type=gene&acc=3569,Simvastatin,9606,Homo sapiens (human)
Simvastatin affects the secretion of IL6 protein,,,54454,"Jiang Y, Miao Y, Yang L, Xue M, Guo C, Ma X, Yin H, Shi D, Chen K. Effect of chinese herbal drug-containing serum for activating-blood and dispelling-toxin on ox-LDL-induced inflammatory factors’ expression in endothelial cells. Chinese Journal of Integrative Medicine. 2011 Oct 12;18(1):30–3. doi: 10.1007/s11655-011-0849-1.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:21994025,https://www.ncbi.nlm.nih.gov/pubmed/21994025,3569,IL6,19472997,,21994025,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,3569,IL6,https://ctdbase.org/detail.go?type=gene&acc=3569,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased expression of IL6 protein,,,54454,"Malicki S, Winiarski M, Matlok M, Kostarczyk W, Guzdek A, Konturek PC. IL-6 and IL-8 responses of colorectal cancer in vivo and in vitro cancer cells subjected to simvastatin. J Physiol Pharmacol. 2009 Dec;60(4):141–6. PMID: 20065508.|Yokota K, Miyoshi F, Miyazaki T, Sato K, Yoshida Y, Asanuma Y, Akiyama Y, Mimura T. High concentration simvastatin induces apoptosis in fibroblast-like synoviocytes from patients with rheumatoid arthritis. J Rheumatol. 2008 Feb;35(2):193–200. PMID: 18203325.|Rezaie-Majd A, Maca T, Bucek RA, Valent P, Müller MR, Husslein P, Kashanipour A, Minar E, Baghestanian M. Simvastatin reduces expression of cytokines interleukin-6, interleukin-8, and monocyte chemoattractant protein-1 in circulating monocytes from hypercholesterolemic patients. Arterioscler Thromb Vasc Biol. 2002 Jul 01;22(7):1194–9. doi: 10.1161/01.atv.0000022694.16328.cc. PMID: 12117737.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:12117737|PMID:18203325|PMID:20065508,https://www.ncbi.nlm.nih.gov/pubmed/12117737|https://www.ncbi.nlm.nih.gov/pubmed/18203325|https://www.ncbi.nlm.nih.gov/pubmed/20065508,3569,IL6,9799625|21437250|30873828,,12117737|18203325|20065508,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,3569,IL6,https://ctdbase.org/detail.go?type=gene&acc=3569,Simvastatin,9606,Homo sapiens (human)
Simvastatin binds to [ITGAL protein binds to ITGB2 protein],,,54454,"Katano H, Pesnicak L, Cohen JI. Simvastatin induces apoptosis of Epstein-Barr virus (EBV)-transformed lymphoblastoid cell lines and delays development of EBV lymphomas. Proc. Natl. Acad. Sci. U.S.A. 2004 Mar 23;101(14):4960–5. doi: 10.1073/pnas.0305149101.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:15041742,https://www.ncbi.nlm.nih.gov/pubmed/15041742,3683,ITGAL,1656679,PMC387356,15041742,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,3683,ITGAL,https://ctdbase.org/detail.go?type=gene&acc=3683,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased expression of ITGB1 protein,,,54454,"Wagner BJ, Löb S, Lindau D, Hörzer H, Gückel B, Klein G, Glatzle J, Rammensee HG, Brücher BL, Königsrainer A. Simvastatin reduces tumor cell adhesion to human peritoneal mesothelial cells by decreased expression of VCAM-1 and ß1 integrin. Int J Oncol. 2011 Dec;39(6):1593–600. doi: 10.3892/ijo.2011.1167. PMID: 21874229.|Takeda I, Maruya S, Shirasaki T, Mizukami H, Takahata T, Myers JN, Kakehata S, Yagihashi S, Shinkawa H. Simvastatin inactivates ß1-integrin and extracellular signal-related kinase signaling and inhibits cell proliferation in head and neck squamous cell carcinoma cells. Cancer Science. 2007 Apr 12;98(6):890–9. doi: 10.1111/j.1349-7006.2007.00471.x.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:17428261|PMID:21874229,https://www.ncbi.nlm.nih.gov/pubmed/17428261|https://www.ncbi.nlm.nih.gov/pubmed/21874229,3688,ITGB1,6614410|16690395,PMC11159053,17428261|21874229,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,3688,ITGB1,https://ctdbase.org/detail.go?type=gene&acc=3688,Simvastatin,9606,Homo sapiens (human)
Simvastatin affects the expression of ITGB4 mrna|simvastatin affects the expression of ITGB4 protein,,,54454,"ZHANG LQ, MA S, GRIGORYEV D, LAVOIE TL, QING XIAO H, SETTERQUIST R, LI H, JACOBSON J, GARCIA JGN, YE ASQ. Temporal Gene Expression Analysis of Human Coronary Artery Endothelial Cells Treated With Simvastatin. gene expr. 2008 Apr 01;14(4):229–39. doi: 10.3727/105221608786883834.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:19110722,https://www.ncbi.nlm.nih.gov/pubmed/19110722,3691,ITGB4,27535961,PMC6041999,19110722,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,3691,ITGB4,https://ctdbase.org/detail.go?type=gene&acc=3691,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in increased expression of KRT17 mRNA,,,54454,"Takeda I, Maruya S, Shirasaki T, Mizukami H, Takahata T, Myers JN, Kakehata S, Yagihashi S, Shinkawa H. Simvastatin inactivates ß1-integrin and extracellular signal-related kinase signaling and inhibits cell proliferation in head and neck squamous cell carcinoma cells. Cancer Science. 2007 Apr 12;98(6):890–9. doi: 10.1111/j.1349-7006.2007.00471.x.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:17428261,https://www.ncbi.nlm.nih.gov/pubmed/17428261,3872,KRT17,16690395,PMC11159053,17428261,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,3872,KRT17,https://ctdbase.org/detail.go?type=gene&acc=3872,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in increased activity of LDLR protein,,,54454,"Scharnagl H, Schinker R, Gierens H, Nauck M, Wieland H, März W. Effect of atorvastatin, simvastatin, and lovastatin on the metabolism of cholesterol and triacylglycerides in HepG2 cells. Biochem Pharmacol. 2001 Dec 01;62(11):1545–55. doi: 10.1016/s0006-2952(01)00790-0. PMID: 11728391.|Farmer JA, Gotto AM. Currently available hypolipidaemic drugs and future therapeutic developments. Baillière's Clinical Endocrinology and Metabolism. 1995 Oct;9(4):825–47. doi: 10.1016/s0950-351x(95)80177-4.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:11728391|PMID:8593127,https://www.ncbi.nlm.nih.gov/pubmed/11728391|https://www.ncbi.nlm.nih.gov/pubmed/8593127,3949,LDLR,13182483|25989239,,11728391|8593127,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,3949,LDLR,https://ctdbase.org/detail.go?type=gene&acc=3949,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased expression of ITGBL1 mRNA,,,54454,"Takeda I, Maruya S, Shirasaki T, Mizukami H, Takahata T, Myers JN, Kakehata S, Yagihashi S, Shinkawa H. Simvastatin inactivates ß1-integrin and extracellular signal-related kinase signaling and inhibits cell proliferation in head and neck squamous cell carcinoma cells. Cancer Science. 2007 Apr 12;98(6):890–9. doi: 10.1111/j.1349-7006.2007.00471.x.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:17428261,https://www.ncbi.nlm.nih.gov/pubmed/17428261,9358,ITGBL1,16690395,PMC11159053,17428261,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,9358,ITGBL1,https://ctdbase.org/detail.go?type=gene&acc=9358,Simvastatin,9606,Homo sapiens (human)
[hexachlorocyclohexane co-treated with aldrin co-treated with dieldrin co-treated with endrin co-treated with dichlorodiphenyl dichloroethylene co-treated with dichlorodiphenyldichloroethane co-treated with DDT co-treated with simvastatin] results in increased expression of KIT mRNA,,,54454,"Rivero J, Henríquez-Hernández LA, D Boada L, Pestano J, P Luzardo O, Camacho M, Zumbado M, F Valerón P. Simvastatin down-regulates differential genetic profiles produced by organochlorine mixtures in primary breast cell (HMEC). Chem Biol Interact. 2017 Apr 25;268():85–92. doi: 10.1016/j.cbi.2017.03.001. PMID: 28263720.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:28263720,https://www.ncbi.nlm.nih.gov/pubmed/28263720,3815,KIT,21596920,,28263720,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,3815,KIT,https://ctdbase.org/detail.go?type=gene&acc=3815,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in increased expression of KLF6 mRNA,,,54454,"Takeda I, Maruya S, Shirasaki T, Mizukami H, Takahata T, Myers JN, Kakehata S, Yagihashi S, Shinkawa H. Simvastatin inactivates ß1-integrin and extracellular signal-related kinase signaling and inhibits cell proliferation in head and neck squamous cell carcinoma cells. Cancer Science. 2007 Apr 12;98(6):890–9. doi: 10.1111/j.1349-7006.2007.00471.x.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:17428261,https://www.ncbi.nlm.nih.gov/pubmed/17428261,1316,KLF6,16690395,PMC11159053,17428261,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,1316,KLF6,https://ctdbase.org/detail.go?type=gene&acc=1316,Simvastatin,9606,Homo sapiens (human)
[tipifarnib co-treated with simvastatin] results in decreased phosphorylation of MAPK3 protein,,,54454,"van der Weide K, de Jonge-Peeters SD, Kuipers F, de Vries EG, Vellenga E. Combining simvastatin with the farnesyltransferase inhibitor tipifarnib results in an enhanced cytotoxic effect in a subset of primary CD34+ acute myeloid leukemia samples. Clin Cancer Res. 2009 May 01;15(9):3076–83. doi: 10.1158/1078-0432.ccr-08-3004. PMID: 19383813.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:19383813,https://www.ncbi.nlm.nih.gov/pubmed/19383813,5595,MAPK3,11280040,,19383813,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,5595,MAPK3,https://ctdbase.org/detail.go?type=gene&acc=5595,Simvastatin,9606,Homo sapiens (human)
[hexachlorocyclohexane co-treated with aldrin co-treated with dieldrin co-treated with endrin co-treated with dichlorodiphenyl dichloroethylene co-treated with dichlorodiphenyldichloroethane co-treated with DDT co-treated with simvastatin] results in decreased expression of MERTK mRNA,,,54454,"Rivero J, Henríquez-Hernández LA, D Boada L, Pestano J, P Luzardo O, Camacho M, Zumbado M, F Valerón P. Simvastatin down-regulates differential genetic profiles produced by organochlorine mixtures in primary breast cell (HMEC). Chem Biol Interact. 2017 Apr 25;268():85–92. doi: 10.1016/j.cbi.2017.03.001. PMID: 28263720.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:28263720,https://www.ncbi.nlm.nih.gov/pubmed/28263720,10461,MERTK,21596920,,28263720,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,10461,MERTK,https://ctdbase.org/detail.go?type=gene&acc=10461,Simvastatin,9606,Homo sapiens (human)
Simvastatin inhibits the reaction [IL1B protein results in increased expression of MMP1 mrna],,,54454,"Cecen B, Keles D, Oktay G, Kozaci LD. Effects of simvastatin on matrix metalloproteinase regulation in IL-1ß-induced SW1353 cells. Chem Biol Interact. 2019 Sep 01;310():108730. doi: 10.1016/j.cbi.2019.108730. PMID: 31260663.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:31260663,https://www.ncbi.nlm.nih.gov/pubmed/31260663,4312,MMP1,9512404,,31260663,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,4312,MMP1,https://ctdbase.org/detail.go?type=gene&acc=4312,Simvastatin,9606,Homo sapiens (human)
Simvastatin inhibits the reaction [IL1B protein results in increased expression of MMP13 mrna],,,54454,"Cecen B, Keles D, Oktay G, Kozaci LD. Effects of simvastatin on matrix metalloproteinase regulation in IL-1ß-induced SW1353 cells. Chem Biol Interact. 2019 Sep 01;310():108730. doi: 10.1016/j.cbi.2019.108730. PMID: 31260663.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:31260663,https://www.ncbi.nlm.nih.gov/pubmed/31260663,4322,MMP13,9512404,,31260663,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,4322,MMP13,https://ctdbase.org/detail.go?type=gene&acc=4322,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased activity of MMP2 protein,,,54454,"Tartakover-Matalon S, Cherepnin N, Kuchuk M, Drucker L, Kenis I, Fishman A, Pomeranz M, Lishner M. Impaired migration of trophoblast cells caused by simvastatin is associated with decreased membrane IGF-I receptor, MMP2 activity and HSP27 expression. Hum Reprod. 2007 Apr;22(4):1161–7. doi: 10.1093/humrep/del464. PMID: 17158816.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:17158816,https://www.ncbi.nlm.nih.gov/pubmed/17158816,4313,MMP2,19381454,,17158816,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,4313,MMP2,https://ctdbase.org/detail.go?type=gene&acc=4313,Simvastatin,9606,Homo sapiens (human)
